age,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
16,2,2,3,3,3,3,2,3,1,4,2,5,3,4,4,3,1,3,3,2,2,1,1,4,3,4,2,4,2,5,3,4,5,2,2,3,1,5,3,4,4,3,3,3,4,2,4,2,3,3,4,4
25,2,1,3,4,3,2,4,3,5,1,4,1,3,4,4,2,2,1,3,3,1,5,2,5,4,4,1,4,1,4,5,3,2,4,3,1,1,5,2,4,1,1,4,1,3,1,3,1,5,4,5,4
20,2,1,3,5,4,5,2,3,2,5,3,5,4,1,5,1,1,3,3,3,1,3,4,3,1,3,3,4,4,5,5,3,5,1,5,1,5,1,3,1,5,5,2,3,4,3,3,3,3,1,4,3
13,1,1,1,1,3,2,5,1,5,4,1,5,2,5,2,1,4,5,5,1,5,1,1,5,4,5,2,5,1,5,3,5,1,5,5,5,3,4,1,4,5,1,5,3,5,4,5,1,1,2,1,5
21,2,1,4,3,4,4,2,4,3,4,4,4,5,2,5,2,4,5,4,4,5,3,1,5,2,5,2,5,2,4,5,4,5,2,5,2,4,1,5,2,5,5,4,4,3,2,4,4,4,2,5,4
26,3,1,2,1,4,2,4,1,2,4,3,3,4,4,4,2,1,4,5,3,2,2,1,5,3,5,2,5,1,4,4,3,3,5,4,2,2,2,1,2,2,3,5,1,5,1,4,1,5,3,4,4
20,2,1,3,2,4,1,5,1,4,3,3,3,5,4,5,1,3,4,1,1,1,1,1,3,1,5,1,5,3,5,5,5,4,3,4,1,4,2,5,1,5,5,2,3,4,1,5,1,4,2,3,5
33,2,1,1,4,1,5,1,5,1,5,1,5,5,1,5,1,5,5,5,5,5,5,3,1,3,3,4,1,4,3,2,1,1,5,1,5,1,4,1,5,1,1,1,5,3,5,1,5,1,1,4,1
32,2,1,1,5,3,4,2,4,2,4,2,4,1,5,3,2,2,1,1,1,1,1,4,3,1,4,2,4,3,3,4,4,5,1,5,1,5,1,4,1,5,4,4,1,4,2,4,2,5,3,3,4
34,1,1,3,2,4,4,3,3,3,4,3,4,1,5,2,2,1,2,3,2,1,4,1,4,2,4,2,3,2,3,4,3,2,3,3,4,2,2,3,2,2,3,4,2,4,2,3,2,4,3,4,3
28,1,1,2,3,3,3,4,2,2,3,4,4,2,4,4,4,4,3,2,2,3,2,3,3,3,4,3,4,2,4,4,4,3,1,4,2,3,2,4,3,3,3,4,2,4,2,4,2,4,3,4,4
17,1,1,1,3,3,5,2,1,1,5,1,5,4,5,3,1,3,3,4,3,4,5,5,2,2,2,5,2,3,3,1,2,1,3,5,3,1,4,4,2,2,4,3,2,5,1,4,2,3,2,5,5
17,1,1,1,3,4,4,4,3,1,4,3,5,2,5,4,3,1,4,2,1,3,1,2,2,1,3,2,3,3,4,4,3,4,1,5,1,4,1,5,2,5,4,5,1,5,1,3,1,5,5,5,3
36,2,1,4,3,5,2,5,2,5,3,4,3,2,4,1,5,1,1,2,1,2,1,1,5,1,5,1,4,1,5,5,5,4,2,5,2,4,1,5,1,5,3,5,1,5,1,5,1,4,4,5,5
33,1,2,5,2,5,3,5,1,5,4,5,2,2,1,2,3,1,5,3,3,4,3,1,5,1,5,1,5,1,5,5,5,5,2,5,1,5,1,5,1,5,5,1,1,2,5,5,1,5,1,5,5
43,2,1,3,3,4,3,4,2,3,4,3,3,4,4,4,2,3,2,1,1,2,1,1,4,1,5,2,4,1,5,5,4,4,4,4,4,1,3,4,1,4,4,3,1,4,1,4,1,4,4,5,3
27,1,1,2,1,4,3,5,1,3,2,5,2,1,4,2,5,1,1,2,1,1,1,1,5,2,4,2,4,2,2,4,4,4,3,4,2,1,4,2,4,2,4,5,2,5,2,5,1,4,4,5,5
38,2,1,3,4,4,3,3,3,4,2,3,4,3,4,3,4,3,2,1,1,2,1,1,5,1,4,2,4,2,4,4,3,4,4,5,2,2,4,5,3,3,4,4,4,3,2,3,2,4,3,5,3
1985,2,1,4,1,5,1,4,1,5,5,5,5,3,4,3,5,3,1,1,1,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,4,3,2,3,4,2,5,3,4,4
35,2,1,1,5,2,5,3,4,1,5,1,5,4,4,4,3,2,3,1,2,3,3,3,4,1,3,2,4,2,3,2,3,5,1,5,1,4,2,5,2,5,5,5,3,1,2,2,5,4,4,2,3
20,1,1,3,3,2,2,1,3,1,3,4,4,1,4,1,4,2,1,2,2,3,2,5,2,4,1,4,2,4,2,1,3,4,4,4,1,2,4,3,1,3,3,4,2,3,2,3,2,3,4,4,2
17,2,1,1,5,1,5,2,5,1,5,1,5,5,1,5,1,2,5,1,1,5,5,2,4,1,5,1,5,2,2,3,4,3,5,5,3,1,5,4,3,1,3,3,2,4,1,4,2,2,3,5,4
28,2,1,2,4,4,4,4,4,2,5,1,5,4,5,5,3,4,4,3,3,4,3,4,4,1,5,3,5,2,4,4,4,4,4,5,3,5,4,4,3,4,4,3,4,5,4,5,1,4,1,4,5
21,2,1,1,3,2,5,2,3,2,3,4,5,4,2,5,2,4,5,5,4,3,5,1,4,1,5,1,5,2,4,4,3,3,5,3,5,1,5,4,3,1,5,5,1,5,1,4,2,4,4,5,5
42,1,1,4,1,4,1,5,1,4,4,5,2,3,4,3,3,3,2,2,2,2,2,2,4,1,4,1,4,2,4,4,4,4,4,4,3,4,3,2,4,2,4,5,1,5,1,5,1,5,5,5,5
28,2,1,1,4,1,4,2,3,2,3,1,5,4,2,5,2,4,4,4,4,5,4,2,3,1,4,3,4,4,4,5,4,4,4,5,3,3,3,4,2,4,3,4,2,5,3,4,1,4,4,5,4
17,2,2,4,1,5,1,5,1,5,2,5,2,3,4,2,4,4,3,5,4,4,2,4,3,4,3,3,3,2,3,3,3,3,4,3,2,2,4,3,3,2,3,2,3,4,2,5,2,3,2,3,5
16,2,1,2,4,3,4,2,4,1,4,2,5,4,3,4,2,3,4,3,4,4,4,2,3,2,4,3,4,2,4,3,3,5,2,4,2,3,2,5,2,5,3,3,4,3,4,3,2,3,3,3,3
20,2,1,1,5,2,5,1,2,1,5,2,5,2,4,2,2,2,1,3,3,2,3,2,3,3,1,5,3,5,3,2,1,4,1,4,2,2,1,3,2,2,4,5,2,4,1,4,2,5,5,5,3
19,2,1,3,4,3,2,2,4,2,3,4,5,3,2,5,2,3,5,4,4,3,4,4,5,2,4,2,2,2,3,5,3,4,1,5,2,3,1,5,3,4,3,3,3,2,4,3,3,4,3,4,2
16,2,1,1,3,1,5,2,3,1,5,1,5,5,1,5,1,5,5,2,4,5,5,5,5,5,1,5,1,5,1,1,2,1,3,3,5,1,5,3,4,1,5,2,1,5,1,2,2,5,4,5,4
14,2,1,1,3,5,5,4,3,2,5,1,5,2,5,1,4,2,1,1,1,1,1,3,2,2,4,4,3,4,2,2,3,5,5,4,3,1,5,1,3,1,1,5,1,5,1,5,1,5,5,5,5
21,1,1,1,5,1,5,2,5,1,4,1,5,5,4,5,1,4,4,3,2,2,4,1,1,2,5,2,5,2,4,4,3,4,5,5,4,1,4,1,3,3,3,2,1,4,3,4,2,5,4,4,4
19,1,1,1,2,4,2,4,2,4,4,3,4,4,3,4,2,2,3,3,2,4,2,2,4,2,3,2,4,2,4,4,4,3,3,3,3,2,4,4,2,4,3,4,2,3,2,4,2,3,3,4,4
28,1,2,3,3,4,3,1,5,1,5,4,3,1,5,1,5,1,1,1,1,1,1,5,1,1,4,5,4,5,2,4,4,4,1,4,1,5,3,3,1,4,4,5,1,1,1,5,4,5,2,5,5
36,1,1,1,5,2,4,4,4,2,5,2,4,4,1,4,1,2,4,4,4,4,5,2,3,3,4,2,4,3,4,4,2,1,5,4,4,1,5,4,3,2,4,5,2,4,2,4,2,4,4,4,4
16,2,1,1,4,2,4,2,3,1,4,2,5,5,2,5,2,4,4,4,4,4,4,1,4,2,3,2,3,2,4,4,3,4,3,5,2,4,2,4,2,4,4,3,2,2,2,3,4,4,3,3,2
21,2,1,4,4,4,2,4,1,4,3,3,2,1,4,2,4,1,2,2,1,1,1,1,5,1,4,2,3,1,5,4,4,3,4,4,2,2,3,3,2,3,3,4,2,4,1,4,1,5,3,5,4
17,1,1,1,5,3,4,2,3,2,4,1,5,5,2,4,5,4,4,4,4,4,4,2,4,2,4,2,4,3,4,3,3,3,3,5,3,2,3,4,3,3,3,3,3,3,1,3,2,4,4,3,3
28,2,1,1,4,3,4,3,4,2,4,2,4,2,4,4,4,3,4,2,2,3,2,1,3,1,4,2,5,1,3,4,2,3,3,4,3,1,4,4,3,3,3,3,4,4,4,4,1,5,2,3,4
17,1,1,1,4,4,4,1,4,1,5,1,5,2,4,3,4,2,2,3,3,3,2,1,4,2,5,2,4,2,4,4,4,3,4,5,3,1,2,3,2,2,4,3,2,3,2,4,2,5,2,4,4
40,1,2,2,3,3,3,2,3,3,2,5,3,3,3,5,2,2,4,3,4,5,4,2,4,3,2,2,2,2,3,2,1,4,5,5,1,1,5,4,1,4,5,5,1,5,1,5,1,5,5,5,5
52,1,1,2,3,4,2,4,1,4,2,4,2,2,4,3,5,1,1,1,1,1,2,1,5,2,4,1,5,1,4,4,4,3,2,4,1,3,2,4,1,3,4,5,2,3,1,4,3,4,4,4,4
16,2,1,5,3,5,4,5,2,4,2,4,4,2,2,2,5,3,2,1,1,3,1,4,5,2,4,2,4,3,4,5,5,3,5,3,5,2,5,1,3,1,3,2,3,5,2,4,1,4,2,2,5
19,2,1,4,4,3,3,3,4,3,1,5,3,5,2,4,3,5,5,5,5,5,3,4,5,3,4,2,5,3,5,4,5,3,5,4,2,4,1,1,1,2,4,4,2,4,3,4,2,3,3,4,4
16,2,1,4,1,2,1,3,1,5,1,5,1,3,2,4,2,3,4,4,4,4,4,2,3,4,3,2,2,3,3,3,2,5,3,4,4,1,3,3,3,1,3,4,3,4,3,4,1,4,5,3,5
22,1,1,2,2,3,2,4,1,3,2,4,4,2,3,4,2,2,3,3,4,3,4,2,4,3,4,2,4,2,4,4,3,2,2,4,2,2,3,4,4,3,2,4,2,5,4,5,1,4,4,5,5
16,1,1,1,1,3,3,4,2,4,3,3,3,4,2,3,2,3,3,3,2,3,3,1,3,1,4,2,3,2,4,4,3,3,2,3,3,3,2,3,2,3,3,3,1,4,3,4,1,3,3,3,4
18,1,1,2,3,4,3,4,3,3,3,3,4,4,2,5,2,3,2,3,2,3,4,1,4,2,5,1,4,1,4,5,4,4,4,3,4,2,4,3,3,3,3,4,2,4,1,4,2,4,3,4,3
28,2,1,4,1,5,2,4,1,4,3,5,2,3,2,4,1,5,4,3,3,5,4,2,3,3,4,3,4,3,5,5,3,2,3,4,2,3,2,5,3,4,5,3,2,3,3,4,2,4,2,4,4
20,2,1,5,1,5,1,5,1,4,4,5,1,3,5,3,5,5,3,4,2,3,1,2,5,1,4,2,5,1,5,4,4,1,2,5,3,2,2,4,3,4,3,2,3,4,2,4,1,4,2,2,4
20,1,1,2,2,3,4,5,2,2,4,2,3,4,3,4,3,2,2,4,4,2,3,3,2,1,3,3,5,3,2,2,4,2,2,1,2,1,3,1,3,2,3,4,5,5,5,3,1,2,3,5,3
22,2,1,2,4,4,4,2,4,2,4,2,5,5,2,5,2,1,4,4,4,2,4,1,4,2,4,2,4,2,4,4,4,2,2,5,4,2,4,4,2,4,4,2,4,4,4,3,2,3,2,4,4
27,1,1,3,3,4,2,4,2,3,4,3,3,2,3,3,4,1,3,2,2,3,2,4,4,2,3,2,3,2,3,3,3,4,2,3,2,4,2,4,2,4,3,3,3,3,2,3,2,3,2,3,3
23,2,1,5,2,4,4,1,1,3,4,5,5,4,1,5,4,1,5,5,5,5,4,2,4,4,5,2,5,2,5,5,4,2,1,5,2,1,2,5,4,1,4,5,2,5,2,4,1,5,2,4,4
47,2,1,1,3,4,2,5,2,4,3,3,2,2,4,2,5,2,2,2,2,1,1,1,5,1,5,1,3,2,5,4,5,3,1,5,1,5,1,5,1,4,5,3,2,3,1,5,2,5,2,5,4
16,2,1,4,1,5,4,5,5,4,5,4,2,2,5,5,1,3,4,2,1,1,4,1,5,1,4,1,4,1,3,3,3,2,3,5,5,1,5,3,3,2,3,3,3,4,4,3,3,3,1,5,2
17,1,1,1,4,4,4,4,4,2,2,2,4,4,4,4,1,4,3,4,4,2,4,1,4,3,4,2,3,2,4,4,2,1,2,3,3,1,2,4,4,2,2,4,2,2,2,4,2,4,4,4,4
18,2,1,3,3,3,4,2,3,3,3,3,5,4,2,4,3,4,4,3,3,4,3,2,4,2,4,2,4,2,4,4,3,3,3,4,3,2,3,3,3,4,4,2,3,3,4,3,3,3,2,4,3
23,1,1,5,1,5,1,5,1,5,1,3,1,3,3,3,3,1,5,5,4,3,3,1,5,5,5,3,3,2,5,2,5,5,5,5,1,5,1,5,1,5,5,3,1,5,1,5,5,5,4,5,4
28,1,1,5,1,5,1,5,1,5,2,5,1,5,3,4,4,4,5,5,4,1,2,3,5,1,5,5,5,4,3,2,5,4,1,4,2,4,1,5,2,4,4,4,3,4,4,4,2,5,1,1,5
27,2,1,2,2,3,4,4,2,2,3,3,5,4,3,4,1,4,4,4,4,4,4,3,4,1,3,4,4,3,3,2,2,2,2,4,1,2,2,4,3,4,4,4,3,4,2,3,2,4,4,5,2
69,2,1,3,1,5,3,5,1,2,2,5,2,4,4,4,2,3,4,4,3,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,3,4,3,1,1,5,5,1,5,1,5,1,5,5,5,5
14,2,2,1,4,1,5,2,3,1,5,2,5,5,1,5,1,5,3,3,3,4,5,4,1,4,2,5,3,5,3,2,3,3,1,5,3,4,2,5,2,4,3,5,2,5,3,5,1,5,5,4,5
19,2,1,1,1,5,2,5,1,2,4,3,4,3,4,4,4,1,3,4,2,1,2,1,5,1,5,1,4,1,4,5,5,3,2,5,2,3,2,4,3,4,4,4,1,5,1,4,2,5,4,4,4
15,2,1,4,1,4,2,5,1,5,5,2,2,3,2,5,1,3,1,2,1,3,2,4,4,1,4,1,4,1,4,4,5,5,4,5,1,3,3,5,3,5,5,3,1,5,1,5,1,5,3,4,5
55,2,1,3,2,4,4,4,2,4,5,1,5,4,2,5,3,1,2,4,3,2,3,1,4,2,5,1,5,2,5,4,5,3,3,5,1,5,3,3,1,4,4,2,3,2,3,3,3,5,1,4,4
18,2,1,2,5,2,4,1,4,1,4,2,4,4,3,4,2,3,4,4,5,4,4,3,4,3,2,2,2,2,2,2,2,4,2,5,2,3,2,4,2,3,2,3,4,3,3,3,4,3,3,4,2
45,2,1,4,2,4,2,3,2,4,4,1,2,2,4,3,2,2,2,2,2,2,2,4,4,1,4,4,4,4,4,4,4,3,3,4,3,3,4,4,1,4,4,2,2,3,2,4,4,5,1,5,4
41,1,1,3,4,4,3,4,3,4,3,4,3,3,3,3,2,3,3,3,3,3,2,2,4,2,4,3,4,2,4,4,4,4,3,3,2,3,3,4,2,4,3,3,3,3,3,3,2,3,2,4,3
19,2,1,5,1,5,1,5,1,5,4,2,2,1,5,1,5,4,2,4,2,2,1,1,5,2,5,1,5,1,5,5,5,4,1,5,2,2,5,4,4,2,2,4,1,5,1,5,1,5,5,4,5
21,1,1,2,3,5,3,5,4,1,5,5,4,5,3,3,2,5,4,3,5,5,2,2,4,3,5,1,3,1,5,5,4,2,4,4,4,3,3,2,4,2,3,1,1,2,1,4,1,5,4,4,5
69,2,1,1,1,1,4,2,2,1,4,2,2,5,2,4,1,5,5,5,5,4,5,1,3,4,5,1,5,1,4,5,1,4,4,1,5,2,5,5,5,2,2,5,1,5,1,5,1,5,5,5,5
39,2,1,2,4,4,3,2,3,2,5,1,4,3,5,4,3,2,1,2,3,2,2,1,4,1,4,2,4,2,3,4,3,4,4,5,3,4,3,4,3,5,5,3,2,3,2,4,2,4,2,5,3
16,2,1,2,1,5,2,5,1,4,3,5,4,5,4,5,1,4,3,5,5,5,2,1,5,2,5,1,1,1,5,4,5,3,5,5,3,1,2,5,4,5,5,2,3,4,1,5,1,5,1,4,4
43,1,1,3,1,5,3,5,1,2,3,1,2,1,5,1,3,1,2,3,1,4,2,1,5,1,4,1,2,2,3,4,5,4,5,5,1,2,1,5,1,2,5,4,3,1,3,4,3,4,1,4,3
18,2,1,3,4,4,3,3,4,4,3,2,3,2,3,3,4,2,1,3,2,2,2,5,4,1,3,2,5,2,5,4,4,3,3,3,2,4,3,4,2,4,5,3,2,3,2,4,1,4,2,2,3
28,2,1,1,3,3,5,4,3,3,4,1,3,4,4,4,2,3,2,2,2,2,4,1,3,2,5,2,4,2,4,4,3,4,3,4,2,3,3,3,2,3,3,3,1,5,2,4,2,4,3,4,4
29,2,2,3,2,4,3,5,1,4,4,1,2,5,2,5,4,4,5,4,3,5,2,1,5,4,5,1,5,1,5,4,4,1,4,2,5,1,4,3,4,2,1,3,1,5,1,4,1,4,3,5,5
16,2,1,3,2,3,4,4,1,5,4,3,5,2,4,5,3,2,3,2,2,3,2,1,4,4,5,1,3,1,4,4,3,3,3,4,2,2,2,5,2,2,3,4,2,2,1,4,3,4,4,4,3
29,2,1,5,1,5,1,5,1,5,2,5,1,5,1,5,3,4,4,3,2,3,2,1,5,1,5,1,4,1,4,4,4,3,4,2,3,2,3,4,2,3,3,4,3,4,2,3,2,2,3,5,4
22,2,1,1,3,3,4,2,3,1,5,2,4,3,5,5,4,2,4,2,3,3,2,1,5,1,5,1,5,2,5,5,4,2,3,4,1,4,2,4,3,4,5,3,3,4,2,3,2,5,3,2,4
30,2,1,5,1,5,4,5,1,5,2,2,2,5,1,5,3,3,4,3,4,4,3,4,4,3,4,1,3,1,4,5,4,3,4,5,3,2,3,3,3,3,3,3,3,3,4,5,1,4,3,5,4
19,2,1,4,1,4,1,5,1,5,1,5,1,2,3,5,1,5,1,1,1,4,1,1,4,4,4,2,4,1,4,4,4,3,5,5,4,4,3,4,1,1,3,4,2,5,1,5,1,4,4,4,5
17,2,1,3,1,4,3,4,2,4,2,4,5,4,5,4,1,4,3,5,4,4,4,1,5,3,4,1,4,1,4,4,5,2,5,4,5,1,5,1,3,2,3,4,2,5,2,5,1,5,4,4,5
20,1,1,2,5,4,3,2,2,2,2,3,4,2,4,3,2,2,2,3,2,1,3,1,5,1,5,2,5,2,4,5,4,3,4,5,3,3,4,5,2,3,5,5,2,5,1,5,1,4,5,5,5
28,1,1,4,2,5,4,4,3,4,2,2,4,2,2,2,3,2,2,2,3,2,2,2,4,2,4,3,4,2,4,4,4,4,2,4,2,4,3,3,4,4,4,3,1,4,2,4,1,4,4,3,3
53,1,1,2,2,2,2,2,4,1,4,2,5,1,4,5,2,1,1,1,1,2,4,4,2,2,2,4,2,4,2,2,2,4,4,5,1,2,4,2,4,4,4,5,1,4,1,5,2,5,5,2,5
20,2,1,2,3,5,3,3,3,3,2,2,3,4,2,4,3,2,2,2,2,2,2,1,4,1,4,1,4,2,4,4,3,4,3,5,2,3,2,3,2,3,3,3,2,2,3,3,3,4,3,3,3
22,2,1,3,2,4,2,3,2,3,2,2,2,4,2,4,2,3,3,4,3,4,4,2,5,2,3,3,4,2,4,4,3,3,2,4,2,2,3,4,3,3,4,4,2,3,2,3,3,3,4,4,3
20,2,1,3,2,3,3,5,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,3,3,4,3,3,4,3,4,3,3,3,1,5,4,5,3,5,2,4,3,5,3,5,2,5,2,5,2,4,4
47,2,1,1,5,3,5,1,5,1,4,4,5,4,4,3,5,4,4,3,4,4,2,1,3,1,4,3,4,3,4,2,2,5,4,5,1,5,1,4,1,4,5,5,2,4,3,5,2,5,5,4,5
23,2,1,1,5,4,5,3,2,1,5,3,5,5,1,5,1,4,5,4,4,4,4,1,4,3,5,1,5,1,5,5,5,4,4,5,2,2,4,5,4,4,3,3,1,5,1,5,1,5,3,5,5
32,2,1,2,3,3,4,4,2,3,4,3,4,5,3,4,2,3,4,4,4,4,4,2,5,1,4,2,3,2,3,4,4,3,5,4,4,2,5,4,2,4,4,5,1,5,1,4,1,5,4,5,5
19,1,1,4,3,5,1,4,2,5,2,5,4,4,3,5,3,2,3,1,1,4,3,2,4,4,3,1,4,1,5,5,5,3,3,4,4,2,5,5,3,1,5,5,1,5,2,5,1,2,5,5,4
21,2,1,1,4,3,5,2,2,4,5,3,2,5,1,4,3,4,5,4,4,4,4,4,4,2,5,2,5,2,5,2,4,2,5,2,5,1,1,2,3,1,1,4,1,5,1,4,1,5,5,5,4
35,1,1,3,1,5,2,3,2,3,2,4,3,3,4,3,2,2,2,2,2,3,1,1,5,1,4,2,5,2,4,4,4,5,1,4,2,5,2,5,3,5,4,3,3,3,3,4,2,4,3,4,4
41,1,1,2,2,3,4,2,3,1,5,1,4,3,3,4,4,2,3,1,1,1,1,2,3,2,2,2,3,4,3,3,3,4,2,4,2,3,2,5,1,5,5,2,4,2,2,3,3,3,1,5,2
23,2,1,3,3,1,4,2,2,1,3,2,4,1,5,3,2,4,2,3,2,2,2,4,1,1,4,5,3,5,4,4,5,2,1,5,2,2,3,4,3,2,3,4,3,4,3,4,1,5,4,4,5
60,2,1,4,4,5,5,5,3,4,4,2,4,2,4,2,3,2,1,3,2,2,3,1,5,1,5,3,3,2,4,3,5,2,2,4,2,4,1,3,2,2,5,3,1,5,1,3,1,4,3,4,3
49,2,1,3,3,4,3,4,3,4,3,3,3,2,5,2,3,2,2,3,1,1,1,1,4,1,4,1,3,1,4,4,5,4,1,4,1,4,2,4,1,4,4,3,2,4,4,4,2,4,3,4,4
49,2,1,1,4,2,5,4,2,1,1,1,5,2,3,3,3,3,3,2,1,4,2,1,4,2,4,2,4,1,4,5,3,4,1,4,3,4,1,5,1,5,4,4,1,4,1,4,1,5,3,5,5
21,2,1,4,1,5,1,5,2,5,2,4,2,4,2,4,1,4,3,3,3,4,2,5,5,3,5,1,5,1,5,5,5,4,4,5,1,4,1,5,3,4,4,3,2,4,3,4,2,4,3,3,4
22,2,1,2,2,4,3,2,2,1,3,1,4,1,5,1,5,1,1,2,1,4,1,3,2,4,2,2,2,2,3,2,4,4,4,5,2,1,4,4,1,3,3,5,1,5,1,5,1,5,4,5,5
16,1,1,3,1,4,2,5,1,5,2,5,2,4,4,3,3,4,2,3,3,4,2,1,2,4,5,2,3,2,4,4,3,3,3,4,2,2,4,4,3,4,3,3,2,5,3,5,1,3,3,5,5
40,1,1,5,1,5,1,5,1,5,1,5,2,2,5,4,4,1,3,1,1,4,1,1,5,1,5,1,5,1,5,5,5,3,1,5,2,2,1,5,1,3,5,5,1,5,1,5,1,5,3,4,5
31,1,1,5,3,3,5,4,3,4,4,5,5,1,3,5,3,3,4,5,5,4,4,5,2,2,5,1,5,4,5,5,5,1,1,5,3,3,1,4,3,3,2,4,1,5,1,5,1,4,4,4,5
16,1,1,4,3,2,4,4,2,2,3,5,5,3,2,4,3,2,3,4,3,4,3,2,3,3,3,2,3,3,2,4,2,3,4,4,3,3,5,4,3,3,2,4,2,5,2,4,1,4,2,4,4
45,2,1,4,1,5,5,5,1,5,4,4,1,2,3,4,1,3,3,4,4,3,1,4,3,4,5,4,5,3,4,4,5,4,1,5,1,5,1,4,4,4,4,5,1,5,1,5,1,4,4,1,5
17,2,1,2,4,2,3,3,1,2,4,2,5,4,2,4,2,2,2,2,2,4,4,3,1,4,2,4,1,4,3,3,2,4,2,4,1,4,2,4,2,4,5,5,1,4,1,5,2,5,4,4,4
18,1,1,3,3,5,4,4,3,2,3,4,4,1,5,5,3,3,2,2,2,1,3,5,5,2,5,1,3,1,3,4,3,4,2,5,3,4,2,3,2,3,3,3,3,3,1,3,2,4,3,3,5
24,2,1,4,1,4,5,4,4,4,5,4,1,2,4,5,3,1,2,3,4,5,3,5,3,1,4,2,4,3,4,5,4,5,1,5,1,4,2,1,2,5,4,3,1,5,1,5,1,5,3,4,5
22,2,1,1,1,5,3,5,1,2,5,2,2,3,4,4,3,1,1,2,1,2,2,4,4,1,5,4,5,3,3,5,4,3,1,5,2,5,3,2,2,3,4,2,3,4,1,1,2,5,3,4,2
21,2,1,5,1,4,3,3,5,1,2,4,2,3,4,4,2,4,3,3,3,3,2,4,4,1,4,3,5,3,3,4,4,4,1,4,1,3,2,3,3,3,4,2,3,4,3,4,2,4,2,3,3
19,1,1,2,3,4,4,2,4,4,3,2,5,5,3,4,2,5,4,4,4,5,2,2,4,5,4,3,4,2,2,4,4,2,5,2,4,2,5,4,4,2,3,1,4,5,4,3,2,4,2,4,4
32,1,2,5,1,4,1,4,1,5,3,3,3,1,5,2,5,3,1,1,1,1,1,1,5,3,5,3,3,2,4,4,3,3,4,4,2,3,2,3,3,3,3,5,1,5,1,4,5,5,4,4,5
22,2,1,4,4,5,5,4,2,4,4,4,2,5,2,4,4,2,4,2,4,2,4,4,5,2,5,2,5,2,4,5,4,4,4,2,2,2,4,4,2,4,2,4,4,4,3,4,2,4,2,2,2
55,1,1,2,2,3,2,5,1,5,2,5,2,4,4,4,4,3,4,3,2,4,2,4,3,2,2,4,2,4,4,2,2,4,4,4,2,2,3,4,3,4,4,5,1,4,1,4,3,5,4,4,3
51,2,1,3,4,2,4,3,3,1,5,1,5,4,3,5,2,3,3,4,3,3,4,1,5,1,5,2,5,2,5,5,4,4,3,5,3,3,1,5,1,4,4,4,3,5,2,4,2,3,3,5,3
18,2,3,1,3,3,4,3,2,3,4,2,4,5,2,5,2,2,4,3,2,4,4,1,4,3,5,2,5,3,4,4,3,3,4,5,3,3,3,4,2,4,4,5,2,5,2,3,1,3,4,5,4
211,1,1,4,4,4,5,4,4,5,5,3,4,5,3,5,2,4,1,5,5,5,3,3,4,2,4,3,4,2,4,4,2,2,1,5,2,2,3,5,2,1,4,3,2,5,1,4,2,5,3,4,4
20,2,1,1,4,2,5,1,5,1,5,1,5,1,5,5,1,1,1,1,1,5,5,4,3,1,2,4,2,5,4,1,3,1,5,1,4,1,5,5,3,3,5,5,1,5,1,5,2,5,1,5,2
15,2,1,1,1,4,4,2,1,2,4,2,5,5,2,5,3,4,5,4,4,5,4,2,4,3,4,3,5,2,3,2,2,4,5,5,4,4,2,5,2,4,4,3,5,5,3,3,1,3,3,5,3
18,2,1,1,5,4,2,1,3,1,5,3,5,4,3,5,2,1,3,1,1,4,4,5,2,1,5,2,2,4,3,5,4,2,1,3,1,1,5,1,4,1,3,1,1,3,1,3,1,4,1,5,4
20,2,1,1,5,1,4,1,5,1,5,1,5,1,5,5,1,1,1,1,1,5,5,4,2,1,1,4,2,5,4,1,3,1,5,1,5,1,5,5,4,1,5,5,1,4,1,5,2,5,1,5,4
48,1,1,2,3,2,5,3,2,3,5,1,4,3,3,3,1,3,3,5,5,4,4,3,3,4,3,4,3,4,2,3,4,2,5,4,3,1,5,2,4,1,4,5,1,4,1,5,2,5,4,4,5
38,2,1,3,1,3,2,4,1,4,2,4,3,3,3,5,2,3,2,2,2,3,2,1,5,1,5,2,4,1,4,5,4,4,2,4,1,4,1,4,2,3,4,5,1,5,1,5,1,5,5,5,5
20,2,1,2,4,4,4,3,2,4,4,4,5,3,4,5,1,2,2,2,2,2,1,1,4,1,5,2,4,2,4,4,3,3,3,4,2,4,4,4,4,4,4,2,2,2,2,3,4,3,1,5,3
49,1,1,2,2,5,1,4,1,3,1,5,3,1,3,4,5,1,1,2,1,2,1,1,5,1,5,1,5,1,5,5,5,2,2,4,1,2,3,4,1,4,4,5,1,4,1,4,1,5,5,4,5
28,2,1,2,4,4,3,4,2,2,4,4,4,2,2,2,3,2,3,2,2,3,2,2,4,2,4,2,4,2,2,4,4,3,2,4,2,4,2,4,3,4,3,2,4,3,2,3,2,4,2,4,3
